UNIQIDNEW	KID_WT	kid_ok	kidecon	kidage	laschool	centre_t	type1	type2	type3	distschl
9763289405	1.69	1	7	2	 	Local Authority	Primary	0	0	.609124781961791
9764331308	1.13	1	7	4	 	Local Authority	0	Secondary	0	.617547569017966
9764895909	.49	1	7	2	 	Independent	Primary	Secondary	0	6.71502710344493
9766383463	2.3	1	7	2	 	Local Authority	Primary	0	0	.131928010672488
9767862683	.9	1	7	3	 	Local Authority	Primary	0	0	.868617292022212
9782057539	.43	1	7	2	 	Local Authority	Primary	0	0	1.04769842989288
9785029850	.13	1	7	4	 	Local Authority	0	Secondary	0	21.0443846429398
9792076930	1.67	1	7	1	 	Local Authority	Primary	0	0	1.07789841821945
9796632518	.84	1	7	1	 	Local Authority	Primary	0	0	.241207379654935
9799097771	1.65	1	7	4	 	Local Authority	0	Secondary	0	.304026314650558
9800695119	.98	1	7	3	 	Local Authority	Primary	0	0	1.15494502033647
9803723548	.7	1	7	3	 	Local Authority	Primary	0	0	.49030602688525
9814784745	.48	1	7	4	 	Local Authority	0	Secondary	0	9.975049072561
9824666548	.95	1	7	3	 	Local Authority	Primary	0	0	.297754932788695
9826772808	.2	1	7	2	 	Local Authority	Primary	0	0	3.37151894551996
9835304920	.87	1	7	4	 	Local Authority	0	Secondary	0	1.11379441550045
9847907712	1.1	1	7	3	 	Local Authority	Primary	0	0	.269779539624487
9849148708	1.18	1	7	3	 	Local Authority	Primary	0	0	.387485483599063
9855944732	.16	1	7	4	 	Local Authority	0	Secondary	0	1.44250649911881
9866369487	.69	1	7	3	 	Local Authority	Primary	0	0	.195143536915779
9884842927	2.12	1	7	4	 	Local Authority	0	Secondary	0	3.93306407270464
9899832214	.2	1	7	4	 	Local Authority	0	Secondary	0	7.03802848814922
9902569949	.3	1	7	1	 	Local Authority	Primary	0	0	13.1512250760148
9905581068	1.68	1	7	4	 	Local Authority	0	Secondary	0	3.99314224640195
9918915531	1.53	1	7	4	 	Local Authority	0	Secondary	0	3.44369133343858
9926626332	1.18	1	7	2	 	Local Authority	Primary	0	0	.223886131772381
9932565306	.84	1	7	2	 	Local Authority	Primary	0	0	.245405786402847
9946723468	.9	1	7	3	 	Local Authority	Primary	0	0	.377794917911822
9949820697	.26	1	7	4	 	Local Authority	0	Secondary	0	18.7525723568795
9968998436	2.27	1	7	2	 	Local Authority	Primary	0	0	.335013432566517
9971680864	1.61	1	7	3	 	Local Authority	Primary	0	0	.682000733137436
9977515530	.99	1	7	2	 	 	 	 	 	 
9980571558	.97	1	7	4	 	Independent	Primary	Secondary	0	.737684214281423
9985829297	2.27	1	7	2	 	Local Authority	Primary	0	0	9.72996161349057
9992668865	.96	1	7	4	 	Local Authority	0	Secondary	0	3.55217468601982
9997740229	.76	1	7	4	 	Local Authority	0	Secondary	0	1.66981346263587
